feature,importance,std,cluster_id
bt55_flag,0.09332575825825158,0.0082581029938639,6
rolling7d_gust_obs,0.08680212430513924,0.008610551990071531,6
tp_roll3_basin,0.08676778259005369,0.010417459768224776,6
ws_p90_basin,0.08480106457175524,0.004306445916456526,6
wind_mag_max,0.08320470332089916,0.005970338953351937,6
month_sin,0.0756279093810222,0.004184473519644296,6
mslp_tendency_18z,0.054863205878358696,0.008163791610443005,6
cape_18z,0.05356170527091104,0.008070870466704303,6
wind_mag_max_anom,0.05346222764504641,0.005385339314478803,6
day_sin,0.049895174507588604,0.005392086239115635,6
bt55_frac_month,0.04601820775781031,0.009757136825994649,6
wind_shear_sfc_18z,0.04166726307797193,0.006328640397663565,6
tp_lag1_basin,0.04067721168703326,0.008886249050736551,6
lag2_wind_mag_max,0.0361089599948433,0.004543306403656933,6
msl_18z,0.032806013323839055,0.005968071874603255,6
wind_shear_850_300_18z,0.03231080930072203,0.004276779589013857,6
surface_pressure,0.031385310766231744,0.006378328573635485,6
lag1_wind_mag_max,0.028144893107625846,0.0050548275582514126,6
lapse_rate_850_500_18z,0.027257051592420676,0.0069458685363821,6
wind_shear_850_500_18z,0.027064041279708385,0.0060798843718196174,6
gust_factor,0.025719489748891124,0.005413702074298214,6
wind_mag_std,0.024561912894580932,0.004141508615287733,6
pressure_tendency,0.02453474555356549,0.008802234098933208,6
rh_p10_basin,0.023412581407236892,0.004135372442474963,6
wind10m_mag_18z,0.022944819994708418,0.004784818552792745,6
t2m_range,0.022591671943407467,0.008214431810855679,6
thickness_1000_500_18z,0.021878710989974483,0.005634456244529851,6
era5_clim_wind,0.02062935361461486,0.0038652807126612772,6
month_cos,0.01977471841605444,0.0032775805029255636,6
lag2_gust_obs,0.01970492515472643,0.008426484700533721,6
10m_u_component_of_wind,0.01959263848557781,0.00455588926987286,6
relative_humidity,0.01845414171408942,0.004450117000326713,6
tp_lag2_basin,0.018423714214396102,0.009148682455039038,6
t2m_max_basin,0.018422295805374238,0.004849085013773882,6
wind_mag,0.018101266936395223,0.005924918988349144,6
lag1_gust_obs,0.01807704637728597,0.008528372170553236,6
msl_range_basin,0.01801126005204723,0.006001702335458804,6
msl_min_basin,0.017569127172775943,0.005935138957877757,6
day_cos,0.01355358306906762,0.0040788905413154395,6
bt55_rolling7d,0.012412564124225083,0.003865071669482197,6
bt55_rolling3d,0.011177851947443437,0.006191346326538651,6
t2m_min_basin,0.01103147268645761,0.004543733702334465,6
